39	A.Eur	Methanobrevibacter	M metv	K4897_04155	K4897_04160	K4897_07245	K4897_02380
40	A.Eur	Methanobacterium	M mel	Metbo_2071	Metbo_2070	Metbo_1944	Metbo_0581
41	A.Eur	Methanobacterium	M mew	MSWAN_0569	MSWAN_0570	MSWAN_0676	MSWAN_1784
42	A.Eur	Methanobacterium	M meth	MBMB1_0290	MBMB1_0289	MBMB1_0696	MBMB1_1404
43	A.Eur	Methanobacterium	M mfc	BRM9_1985	BRM9_1986	BRM9_1499	BRM9_0639
44	A.Eur	Methanobacterium	M mfi	DSM1535_0177	DSM1535_0178	DSM1535_2193	DSM1535_0612
45	A.Eur	Methanobacterium	M mcub	MCBB_0566	MCBB_0567	MCBB_0707	MCBB_1645
46	A.Eur	Methanobacterium	M msub	BK009_11615	BK009_11610	BK009_01700	BK009_06025
47	A.Eur	Methanobacterium	M metn	BK008_07190	BK008_07185	BK008_09225	BK008_01565
48	A.Eur	Methanobacterium	M mett	CIT01_06835	CIT01_06840	CIT01_01955	CIT01_09740
49	A.Eur	Methanobacterium	M meto	CIT02_05435	CIT02_05440	CIT02_03290	CIT02_10965
50	A.Eur	Methanobacterium	M meme	HYG87_07555	HYG87_07560	HYG87_03480	HYG87_10135
51	A.Eur	Methanothermus	M mfv	Mfer_0964	Mfer_0965	Mfer_0205	Mfer_1273
52	A.Eur	Methanopyrus	M mka	MK1209	MK1208	MK1206	MK1215
53	A.Eur	Methanosarcina	M mba	Mbar_A2192	Mbar_A1961	Mbar_A2270Mbar_A0244	Mbar_A0248
54	A.Eur	Methanosarcina	M mby	MSBRM_2239	MSBRM_0704	MSBRM_1355MSBRM_2710	MSBRM_2706
55	A.Eur	Methanosarcina	M mbw	MSBRW_2549	MSBRW_2776	MSBRW_2476MSBRW_0751	MSBRW_0747
56	A.Eur	Methanosarcina	M mbar	MSBR2_0170	MSBR2_1672	MSBR2_2666MSBR2_1054	MSBR2_2662
57	A.Eur	Methanosarcina	M mbak	MSBR3_1047	MSBR3_1673	MSBR3_1018MSBR3_2760	MSBR3_2764
58	A.Eur	Methanosarcina	M mac	MA_3342	MA_3085	MA_1223MA_3751	MA_3748
59	A.Eur	Methanosarcina	M mma	MM_2785	MM_0409	MM_0645	MM_0642
60	A.Eur	Methanosarcina	M mmaz	MmTuc01_2834	MmTuc01_0417	MmTuc01_0660	MmTuc01_0657
61	A.Eur	Methanosarcina	M mmj	MSMAS_1942	MSMAS_0894	MSMAS_0664	MSMAS_0667
62	A.Eur	Methanosarcina	M mmac	MSMAC_1183	MSMAC_0883	MSMAC_0666	MSMAC_0669
63	A.Eur	Methanosarcina	M mvc	MSVAZ_2030	MSVAZ_1170	MSVAZ_2221MSVAZ_0690	MSVAZ_0686
64	A.Eur	Methanosarcina	M mek	MSKOL_2008	MSKOL_1122	MSKOL_0668MSKOL_2220	MSKOL_0664
65	A.Eur	Methanosarcina	M mls	MSLAZ_1553	MSLAZ_2100	MSLAZ_2434	MSLAZ_2217
66	A.Eur	Methanosarcina	M metm	MSMTP_1363	MSMTP_2281	MSMTP_0731	MSMTP_0734
67	A.Eur	Methanosarcina	M mef	MSWH1_1527	MSWH1_0957	MSWH1_0826	MSWH1_0829
68	A.Eur	Methanosarcina	M meq	MSWHS_1780	MSWHS_1027	MSWHS_0885	MSWHS_0888
69	A.Eur	Methanosarcina	M msj	MSSAC_2553	MSSAC_2956	MSSAC_3368MSSAC_3559	MSSAC_3556
70	A.Eur	Methanosarcina	M msz	MSSIH_2157	MSSIH_2594	MSSIH_3101MSSIH_2894	MSSIH_3098
71	A.Eur	Methanosarcina	M msw	MSSIT_2270	MSSIT_2634	MSSIT_2938MSSIT_3158	MSSIT_3155
72	A.Eur	Methanosarcina	M mthr	MSTHT_0432	MSTHT_2523	MSTHT_2374	MSTHT_2378
73	A.Eur	Methanosarcina	M mthe	MSTHC_0289	MSTHC_0762	MSTHC_0906	MSTHC_0902
74	A.Eur	Methanosarcina	M mhor	MSHOH_1618	MSHOH_1131	MSHOH_0786	MSHOH_0789
75	A.Eur	Methanosarcina	M mfz	AOB57_000055	AOB57_002735	AOB57_003550	AOB57_003530
76	A.Eur	Methanococcoides	M mmet	MCMEM_0986	MCMEM_0412	MCMEM_2089	MCMEM_2087
77	A.Eur	Methanococcoides	M melo	J7W08_02750	J7W08_00085	J7W08_09410	J7W08_09400
78	A.Eur	Methanohalophilus	M mmh	Mmah_1162	Mmah_0418	Mmah_0127	Mmah_0129
79	A.Eur	Methanohalophilus	M mhaz	BHR79_07725	BHR79_01390	BHR79_02815	BHR79_02805
80	A.Eur	Methanohalobium	M mev	Metev_0432	Metev_1371	Metev_1312	Metev_1314
81	A.Eur	Methanosalsum	M mzh	Mzhil_1141	Mzhil_0725	Mzhil_1660	Mzhil_1662
82	A.Eur	Methanolobus	M mpy	Mpsy_2899	Mpsy_2821	Mpsy_2354	Mpsy_2352
83	A.Eur	Methanolobus	M mzi	HWN40_08205	HWN40_08640	HWN40_10575	HWN40_10585
84	A.Eur	Methanomethylovorans	M mhz	Metho_0886	Metho_0694	Metho_0481	Metho_0479
85	A.Eur	Methanothrix	M mtp	Mthe_1533	Mthe_0788	Mthe_0853	Mthe_0855
86	A.Eur	Methanothrix	M mcj	MCON_2596	MCON_0444	MCON_1922	MCON_1920
87	A.Eur	Methanothrix	M mhi	Mhar_1932	Mhar_1525	Mhar_2395	Mhar_2394
88	A.Eur	Methanospirillum	M mhu	Mhun_1801	Mhun_1800	Mhun_1799	Mhun_1797
89	A.Eur	Methanospirillum	M mrtj	KHC33_05405	KHC33_05410	KHC33_05415	KHC33_05425
90	A.Eur	Methanocorpusculum	M mla	Mlab_0232	Mlab_0233	Mlab_0234	Mlab_0235
91	A.Eur	Methanoculleus	M mem	Memar_0633	Memar_0634	Memar_0635	Memar_0637
92	A.Eur	Methanoculleus	M mbg	BN140_1718	BN140_1717	BN140_1716	BN140_3039
93	A.Eur	Methanoculleus	M mchk	MchiMG62_07630	MchiMG62_07640	MchiMG62_07650	MchiMG62_07670
94	A.Eur	Methanoculleus	M msum	OH143_09885	OH143_09890	OH143_09895	OH143_09905
95	A.Eur	Methanolacinia	M mpi	Mpet_2488	Mpet_2489	Mpet_2490	Mpet_2492
96	A.Eur	Methanofollis	M maqe	RJ40_05985	RJ40_05980	RJ40_05975	RJ40_05965
97	A.Eur	Methanogenium	M mou	OU421_03650	OU421_03655	OU421_03660	OU421_03670
98	A.Eur	Methanoregula	M mbn	Mboo_0598	Mboo_0599	Mboo_0600	Mboo_0602
99	A.Eur	Methanoregula	M mfo	Metfor_2593	Metfor_2592	Metfor_2591	Metfor_2589
100	A.Eur	Methanosphaerula	M mpl	Mpal_2142	Mpal_2143	Mpal_2144	Mpal_2146
101	A.Eur	Methanocella	M mpd	MCP_1960	MCP_1961	MCP_1962	MCP_1963
102	A.Eur	Methanocella	M mez	Mtc_1560	Mtc_1559	Mtc_1558	Mtc_1557
103	A.Eur	Methanocella	M rci	RCIX2647	RCIX2646	RCIX2645	RCIX2644
104	A	Methanogranum	M meuz	KRP56_01640	KRP56_01645	KRP56_01650KRP56_05135	KRP56_01655
