21	B.Alp	Methylocella	M mtun				MTUNDRAET4_1703	MTUNDRAET4_1702	MTUNDRAET4_1700	MTUNDRAET4_1701	MTUNDRAET4_1698	MTUNDRAET4_1699	MTUNDRAET4_1612	MTUNDRAET4_1609	MTUNDRAET4_1637MTUNDRAET4_3562MTUNDRAET4_0121MTUNDRAET4_3771
22	B.Alp	Methylocapsa	M medk	QEV83_09615	QEV83_09610	QEV83_01610QEV83_03090QEV83_05850QEV83_09620							QEV83_08155	QEV83_08170	QEV83_18970
23	B.Alp	Methylocystis	M msc	BN69_0203BN69_2827BN69_3534	BN69_0204BN69_2828BN69_3535	BN69_0202BN69_2826BN69_0727BN69_0852BN69_3533							BN69_2570	BN69_2573	BN69_1363
24	B.Alp	Methylocystis	M mbry	B1812_00565B1812_13465B1812_14775B1812_18680	B1812_00560B1812_13470B1812_14780B1812_18685	B1812_00555B1812_06380B1812_12550B1812_13455B1812_14770B1812_18675	B1812_14140	B1812_14135	B1812_14125	B1812_14130	B1812_14115	B1812_14120	B1812_04775		B1812_05555B1812_07070
25	B.Alp	Methylocystis	M mros	EHO51_08605EHO51_01980	EHO51_08600EHO51_01985	EHO51_08610EHO51_20155EHO51_04955EHO51_09665EHO51_01975							EHO51_16425	EHO51_16440	EHO51_13105
26	B.Alp	Methylocystis	M mhey	H2LOC_011625H2LOC_017530H2LOC_006300	H2LOC_011620H2LOC_017535H2LOC_006295	H2LOC_012950H2LOC_011630H2LOC_017525H2LOC_003555H2LOC_006305	H2LOC_014410	H2LOC_014415	H2LOC_014425	H2LOC_014420	H2LOC_014435	H2LOC_014430	H2LOC_010120	H2LOC_010105	H2LOC_017605H2LOC_003720H2LOC_008405
27	B.Alp	Methylocystis	M mpar	F7D14_11665F7D14_03105F7D14_16695	F7D14_11660F7D14_03100F7D14_16690	F7D14_17670F7D14_17815F7D14_04420F7D14_11670F7D14_05030F7D14_03110F7D14_16700							F7D14_04035	F7D14_04020	F7D14_05105F7D14_03920F7D14_03490
28	B.Alp	Methylosinus	M mtw	CQW49_01220CQW49_10255	CQW49_01225CQW49_10250	CQW49_01215CQW49_10260CQW49_19210	CQW49_12480	CQW49_12475	CQW49_12465	CQW49_12470	CQW49_12455	CQW49_12460	CQW49_14425	CQW49_14440	CQW49_14395CQW49_15840
29	B.Ver	Methylacidiphilum	M min	Minf_1590Minf_1507Minf_1510	Minf_1506Minf_1509Minf_1589	Minf_1500Minf_1508Minf_1511Minf_1591									Minf_0992
30	B.Ver	Methylacidiphilum	M mkc	kam1_1972kam1_1359kam1_1509kam1_1512	kam1_1358kam1_1508kam1_1511	kam1_1973kam1_1360kam1_1507kam1_1510kam1_1513									kam1_1014
31	B.Ver	Methylacidimicrobium	M meap	MTHMO_0894MTHMO_0897	MTHMO_0895MTHMO_0898	MTHMO_0893MTHMO_0896									MTHMO_1700MTHMO_1756
32	B	Methylomirabilis	M mox	DAMO_2450	DAMO_2448	DAMO_2339DAMO_2451							DAMO_0112	DAMO_0115	DAMO_0124DAMO_0134
