8	A.Eur	Methanosarcina	M mba	Mbar_A3639Mbar_A1054Mbar_A1688	Mbar_A3638Mbar_A0741Mbar_A1064	Mbar_A3637Mbar_A0740Mbar_A1063	Mbar_A0893	Mbar_A0897	Mbar_A0894	Mbar_A1952	Mbar_A1954	Mbar_A1953	Mbar_A2589	Mbar_A0639	Mbar_A0640	Mbar_A1599	Mbar_A1598	Mbar_A2589	Mbar_A0639	Mbar_A0640				Mbar_A1561	Mbar_A1562
9	A.Eur	Methanosarcina	M mby	MSBRM_2991MSBRM_2354MSBRM_3313	MSBRM_0302MSBRM_2353MSBRM_3321	MSBRM_0303MSBRM_2352MSBRM_3320	MSBRM_0101	MSBRM_0097	MSBRM_0100	MSBRM_0713	MSBRM_0711	MSBRM_0712	MSBRM_1492	MSBRM_3200	MSBRM_3201	MSBRM_2859	MSBRM_2860	MSBRM_1492	MSBRM_3200	MSBRM_3201				MSBRM_2896	MSBRM_2895
10	A.Eur	Methanosarcina	M mbw	MSBRW_1093MSBRW_3668MSBRW_3045	MSBRW_1094MSBRW_3658MSBRW_0261	MSBRW_1095MSBRW_3659MSBRW_0262	MSBRW_0105	MSBRW_0101	MSBRW_0104	MSBRW_2784	MSBRW_2782	MSBRW_2783	MSBRW_2140	MSBRW_0364	MSBRW_0363	MSBRW_3132	MSBRW_3133	MSBRW_2140	MSBRW_0364	MSBRW_0363				MSBRW_3169	MSBRW_3168
11	A.Eur	Methanosarcina	M mbar	MSBR2_2952MSBR2_3267MSBR2_2320	MSBR2_3275MSBR2_2078MSBR2_2319	MSBR2_3274MSBR2_2077MSBR2_2318	MSBR2_2279	MSBR2_2283	MSBR2_2280	MSBR2_1663	MSBR2_1665	MSBR2_1664	MSBR2_0910	MSBR2_3160	MSBR2_3161	MSBR2_2817	MSBR2_2818	MSBR2_0910	MSBR2_3160	MSBR2_3161				MSBR2_2855	MSBR2_2854
12	A.Eur	Methanosarcina	M mbak	MSBR3_3262MSBR3_1746MSBR3_2381	MSBR3_3273MSBR3_2380MSBR3_2096	MSBR3_3272MSBR3_2379MSBR3_2097	MSBR3_2340	MSBR3_2344	MSBR3_2341	MSBR3_1666	MSBR3_1668	MSBR3_1667	MSBR3_0798	MSBR3_3156	MSBR3_3157	MSBR3_1888	MSBR3_1887	MSBR3_0798	MSBR3_3156	MSBR3_3157					
13	A.Eur	Methanosarcina	M mac	MA_1615MA_4379MA_0779MA_3613MA_2163MA_4559	MA_4392MA_0455MA_1616	MA_1617MA_4391MA_0456	MA_4546	MA_4550	MA_4547	MA_3128	MA_3126	MA_3127	MA_2868	MA_4237	MA_4236	MA_0688	MA_0687	MA_2868	MA_4237	MA_4236					
14	A.Eur	Methanosarcina	M mma	MM_0176MM_1070MM_1932MM_0505	MM_1647MM_0175MM_1074	MM_1648MM_0174MM_1073	MM_1240	MM_1244	MM_1241	MM_0387	MM_0389	MM_0388	MM_0056	MM_0980	MM_0979	MM_1844	MM_1843	MM_0056	MM_0980	MM_0979					
15	A.Eur	Methanosarcina	M mmaz	MmTuc01_1102MmTuc01_0522MmTuc01_2009	MmTuc01_0182MmTuc01_1725	MmTuc01_3467MmTuc01_1108MmTuc01_1726	MmTuc01_1281	MmTuc01_1285	MmTuc01_1282	MmTuc01_0395		MmTuc01_0396	MmTuc01_0062	MmTuc01_1010	MmTuc01_1009	MmTuc01_1920	MmTuc01_1919	MmTuc01_0062	MmTuc01_1010	MmTuc01_1009					
16	A.Eur	Methanosarcina	M mmj	MSMAS_0231MSMAS_1125MSMAS_0801MSMAS_2752	MSMAS_0227MSMAS_1126MSMAS_3023	MSMAS_0228MSMAS_1127MSMAS_3022	MSMAS_0073	MSMAS_0069	MSMAS_0072	MSMAS_0915	MSMAS_0913	MSMAS_0914	MSMAS_1272	MSMAS_0319	MSMAS_0320	MSMAS_2838	MSMAS_2839	MSMAS_1272	MSMAS_0319	MSMAS_0320					
17	A.Eur	Methanosarcina	M mmac	MSMAC_2485MSMAC_1671MSMAC_0779MSMAC_0237	MSMAC_2486MSMAC_1415MSMAC_0233	MSMAC_2487MSMAC_1416MSMAC_0234	MSMAC_0072	MSMAC_0068	MSMAC_0071	MSMAC_0918	MSMAC_0916	MSMAC_0917	MSMAC_2579MSMAC_2623	MSMAC_0323MSMAC_2578	MSMAC_2577MSMAC_0324	MSMAC_1592	MSMAC_1591	MSMAC_2579MSMAC_2623	MSMAC_0323MSMAC_2578	MSMAC_2577MSMAC_0324	MSMAC_2580			MSMAC_2582	MSMAC_2581
18	A.Eur	Methanosarcina	M mvc	MSVAZ_0373MSVAZ_0217MSVAZ_1364	MSVAZ_0210MSVAZ_0343MSVAZ_1365	MSVAZ_0211MSVAZ_0342MSVAZ_1366	MSVAZ_3413	MSVAZ_3417	MSVAZ_3414	MSVAZ_2790	MSVAZ_2788	MSVAZ_2789	MSVAZ_1748	MSVAZ_3214	MSVAZ_3215	MSVAZ_2771	MSVAZ_2770	MSVAZ_1748	MSVAZ_3214	MSVAZ_3215					
19	A.Eur	Methanosarcina	M mek	MSKOL_1307MSKOL_0358MSKOL_0211	MSKOL_1308MSKOL_0204MSKOL_0326	MSKOL_1309MSKOL_0205MSKOL_0325	MSKOL_3374	MSKOL_3378	MSKOL_3375	MSKOL_2782	MSKOL_2780	MSKOL_2781	MSKOL_1717	MSKOL_3182	MSKOL_3183	MSKOL_2764	MSKOL_2763	MSKOL_1717	MSKOL_3182	MSKOL_3183					
20	A.Eur	Methanosarcina	M mls	MSLAZ_2965MSLAZ_1379MSLAZ_2322MSLAZ_1228MSLAZ_0369	MSLAZ_2955MSLAZ_1380MSLAZ_0239	MSLAZ_2956MSLAZ_1381MSLAZ_0238	MSLAZ_0156	MSLAZ_0160	MSLAZ_0157	MSLAZ_2204	MSLAZ_2202	MSLAZ_2203	MSLAZ_1578	MSLAZ_2785	MSLAZ_2784	MSLAZ_0424	MSLAZ_0425	MSLAZ_1578	MSLAZ_2785	MSLAZ_2784					
21	A.Eur	Methanosarcina	M metm	MSMTP_0267MSMTP_0087MSMTP_2659MSMTP_1139MSMTP_1438MSMTP_1905MSMTP_1916MSMTP_2416	MSMTP_0258MSMTP_1140MSMTP_2926	MSMTP_0259MSMTP_1141MSMTP_2925	MSMTP_0100	MSMTP_0096	MSMTP_0099	MSMTP_2284	MSMTP_2282	MSMTP_2283	MSMTP_1469	MSMTP_0364	MSMTP_0365	MSMTP_2735	MSMTP_2736	MSMTP_1469	MSMTP_0364	MSMTP_0365				MSMTP_1177	
22	A.Eur	Methanosarcina	M mef	MSWH1_1747MSWH1_2627MSWH1_1021MSWH1_2472MSWH1_0532	MSWH1_1022MSWH1_0524MSWH1_0315	MSWH1_1023MSWH1_0525MSWH1_0316	MSWH1_0089	MSWH1_0085	MSWH1_0088	MSWH1_0940	MSWH1_0942	MSWH1_0941	MSWH1_1493	MSWH1_2878	MSWH1_2877	MSWH1_0438	MSWH1_0437	MSWH1_1493	MSWH1_2878	MSWH1_2877				MSWH1_2086	
23	A.Eur	Methanosarcina	M meq	MSWHS_1092MSWHS_1568MSWHS_2572MSWHS_2411MSWHS_0547	MSWHS_1093MSWHS_0318MSWHS_0538	MSWHS_1094MSWHS_0319MSWHS_0539	MSWHS_0092	MSWHS_0088	MSWHS_0091	MSWHS_0992	MSWHS_0994	MSWHS_0993	MSWHS_1838	MSWHS_2114	MSWHS_2115	MSWHS_0449	MSWHS_0448	MSWHS_1838	MSWHS_2114	MSWHS_2115				MSWHS_3009	
24	A.Eur	Methanosarcina	M msj	MSSAC_1859MSSAC_4064MSSAC_3198MSSAC_4242MSSAC_0718MSSAC_1597MSSAC_2001	MSSAC_0405MSSAC_4075MSSAC_1598	MSSAC_0406MSSAC_4074MSSAC_1599	MSSAC_4255	MSSAC_4251	MSSAC_4254	MSSAC_3372	MSSAC_3374	MSSAC_3373	MSSAC_2860	MSSAC_3849	MSSAC_3850	MSSAC_0624	MSSAC_0623	MSSAC_2860	MSSAC_3849	MSSAC_3850					
25	A.Eur	Methanosarcina	M msz	MSSIH_3600MSSIH_1186MSSIH_0662MSSIH_2365MSSIH_1027MSSIH_3745	MSSIH_1187MSSIH_3611MSSIH_0373	MSSIH_1188MSSIH_3610MSSIH_0374	MSSIH_3759	MSSIH_3755	MSSIH_3758	MSSIH_2902	MSSIH_2904	MSSIH_2903	MSSIH_2514	MSSIH_3381	MSSIH_3382	MSSIH_0575	MSSIH_0574	MSSIH_2514	MSSIH_3381	MSSIH_3382					
26	A.Eur	Methanosarcina	M msw	MSSIT_3824MSSIT_1253MSSIT_3653MSSIT_2316MSSIT_2424MSSIT_1074MSSIT_0690	MSSIT_1254MSSIT_3664MSSIT_0381	MSSIT_1255MSSIT_3663MSSIT_0382	MSSIT_3838	MSSIT_3834	MSSIT_3837	MSSIT_2946	MSSIT_2948	MSSIT_2947	MSSIT_2558	MSSIT_3450	MSSIT_3451	MSSIT_0607	MSSIT_0606	MSSIT_2558	MSSIT_3450	MSSIT_3451					
27	A.Eur	Methanosarcina	M mthr	MSTHT_1209MSTHT_0082MSTHT_1754	MSTHT_2137MSTHT_0083MSTHT_1750	MSTHT_2136MSTHT_1751MSTHT_0084	MSTHT_1644	MSTHT_1640	MSTHT_1643	MSTHT_2519	MSTHT_2521	MSTHT_2520	MSTHT_0375	MSTHT_1573	MSTHT_1572	MSTHT_2244	MSTHT_2243	MSTHT_0375	MSTHT_1573	MSTHT_1572					
28	A.Eur	Methanosarcina	M mthe	MSTHC_1535MSTHC_2085MSTHC_0648	MSTHC_1146MSTHC_1539MSTHC_0647	MSTHC_1147MSTHC_1538MSTHC_0646	MSTHC_1645	MSTHC_1649	MSTHC_1646	MSTHC_0766	MSTHC_0764	MSTHC_0765	MSTHC_0346	MSTHC_1716	MSTHC_1717	MSTHC_1036	MSTHC_1037	MSTHC_0346	MSTHC_1716	MSTHC_1717					
29	A.Eur	Methanosarcina	M mhor	MSHOH_0293MSHOH_1564MSHOH_1347MSHOH_3435MSHOH_0908MSHOH_3370	MSHOH_0282MSHOH_3746MSHOH_1348	MSHOH_0283MSHOH_3745MSHOH_1349	MSHOH_0084	MSHOH_0080	MSHOH_0083	MSHOH_1117	MSHOH_1119	MSHOH_1118	MSHOH_1797MSHOH_1419	MSHOH_0417MSHOH_1798	MSHOH_1799MSHOH_0418	MSHOH_3536	MSHOH_3537	MSHOH_1797MSHOH_1419	MSHOH_0417MSHOH_1798	MSHOH_1799MSHOH_0418	MSHOH_1796			MSHOH_1794	MSHOH_1795
30	A.Eur	Methanosarcina	M mfz	AOB57_010270AOB57_002025AOB57_007965	AOB57_002020AOB57_007940AOB57_005220	AOB57_002015AOB57_007945AOB57_005225	AOB57_007335	AOB57_007315	AOB57_007330	AOB57_002775	AOB57_002765	AOB57_002770	AOB57_000365	AOB57_006960	AOB57_006955	AOB57_004610	AOB57_004615	AOB57_000365	AOB57_006960	AOB57_006955					
31	A.Eur	Methanococcoides	M mbu	Mbur_0808Mbur_1005Mbur_0452	Mbur_0814Mbur_0812	Mbur_0813Mbur_0811	Mbur_2417	Mbur_2421	Mbur_2418				Mbur_0552	Mbur_1517	Mbur_1516	Mbur_2437Mbur_0470	Mbur_2436	Mbur_0552	Mbur_1517	Mbur_1516					
32	A.Eur	Methanococcoides	M mmet	MCMEM_1137MCMEM_0940MCMEM_2051	MCMEM_0944MCMEM_0947MCMEM_0949	MCMEM_0943MCMEM_0946MCMEM_0948	MCMEM_0559	MCMEM_0563	MCMEM_0560				MCMEM_1365	MCMEM_1990	MCMEM_1991	MCMEM_0579MCMEM_0900	MCMEM_0578	MCMEM_1365	MCMEM_1990	MCMEM_1991					
33	A.Eur	Methanococcoides	M melo	J7W08_02985J7W08_04245	J7W08_02955J7W08_02965	J7W08_02960J7W08_02970	J7W08_00830	J7W08_00850	J7W08_00835				J7W08_05460	J7W08_08845	J7W08_08850	J7W08_00930J7W08_03275	J7W08_00925	J7W08_05460	J7W08_08845	J7W08_08850					
34	A.Eur	Methanohalophilus	M mmh	Mmah_0970Mmah_0518Mmah_0008Mmah_0901Mmah_1478	Mmah_0978Mmah_0976	Mmah_0977Mmah_0975	Mmah_0612	Mmah_0616	Mmah_0613	Mmah_0415	Mmah_0417	Mmah_0416	Mmah_0955	Mmah_1786	Mmah_1787	Mmah_0633Mmah_0146Mmah_0921	Mmah_0632	Mmah_0955	Mmah_1786	Mmah_1787					
35	A.Eur	Methanohalophilus	M mhaz	BHR79_00830BHR79_08720BHR79_03425BHR79_09050	BHR79_08685BHR79_08695	BHR79_08690BHR79_08700	BHR79_00310	BHR79_00290	BHR79_00305	BHR79_01405	BHR79_01395	BHR79_01400	BHR79_08795	BHR79_04740	BHR79_04735	BHR79_00205BHR79_08975BHR79_02695	BHR79_00210	BHR79_08795	BHR79_04740	BHR79_04735					
36	A.Eur	Methanohalobium	M mev	Metev_0942Metev_0013Metev_0012	Metev_0944	Metev_0945	Metev_0902	Metev_0906	Metev_0903				Metev_1441	Metev_1472	Metev_1473	Metev_0542Metev_1534	Metev_0541	Metev_1441	Metev_1472	Metev_1473					
37	A.Eur	Methanosalsum	M mzh	Mzhil_1957Mzhil_0619Mzhil_0011Mzhil_1798	Mzhil_1952Mzhil_1950	Mzhil_1953Mzhil_1951	Mzhil_0857	Mzhil_0853	Mzhil_0856	Mzhil_0728	Mzhil_0726	Mzhil_0727	Mzhil_0654	Mzhil_0328	Mzhil_0329	Mzhil_0598	Mzhil_0597	Mzhil_0654	Mzhil_0328	Mzhil_0329					
38	A.Eur	Methanolobus	M mpy	Mpsy_0911Mpsy_0341	Mpsy_0909Mpsy_3036	Mpsy_3035Mpsy_0908Mpsy_3032	Mpsy_0828	Mpsy_0832	Mpsy_0829				Mpsy_2940Mpsy_2951	Mpsy_1377Mpsy_2939	Mpsy_1376Mpsy_2938	Mpsy_0936	Mpsy_0935	Mpsy_2940Mpsy_2951	Mpsy_1377Mpsy_2939	Mpsy_1376Mpsy_2938	Mpsy_2942			Mpsy_2944	Mpsy_2943
39	A.Eur	Methanolobus	M mzi	HWN40_06230HWN40_07880HWN40_04040	HWN40_07075HWN40_04050	HWN40_07080HWN40_07090HWN40_04055	HWN40_04520	HWN40_04500	HWN40_04515				HWN40_07675	HWN40_01880	HWN40_01885	HWN40_03860HWN40_05290	HWN40_03865	HWN40_07675	HWN40_01880	HWN40_01885					
40	A.Eur	Methanomethylovorans	M mhz	Metho_0761Metho_0776Metho_1260	Metho_0775Metho_1601	Metho_0774Metho_1599Metho_1600	Metho_1670	Metho_1666	Metho_1669				Metho_1079	Metho_0299	Metho_0300	Metho_1506Metho_1043	Metho_1505	Metho_1079	Metho_0299	Metho_0300					
41	A	Methanomethylophilus	M max	MMALV_09620MMALV_05210MMALV_03890	MMALV_09470	MMALV_09460	MMALV_04000	MMALV_03970	MMALV_03990				MMALV_03030	MMALV_13660	MMALV_13670	MMALV_16610		MMALV_03030	MMALV_13660	MMALV_13670	MMALV_03040	MMALV_03060	MMALV_03050		
42	A	Methanomassiliicoccus	M mer	MMINT_15760MMINT_07210MMINT_13560	MMINT_02820MMINT_03160MMINT_05920	MMINT_02810MMINT_03150MMINT_05930	MMINT_15640	MMINT_15670	MMINT_15650				MMINT_04810MMINT_00350	MMINT_03230	MMINT_03240	MMINT_01020		MMINT_04810MMINT_00350	MMINT_03230	MMINT_03240	MMINT_04820	MMINT_04840	MMINT_04830		
43	A	Methanoplasma	M mear	Mpt1_c01960	Mpt1_c05090	Mpt1_c05100	Mpt1_c02010	Mpt1_c01980	Mpt1_c02000				Mpt1_c10580	Mpt1_c02970Mpt1_c08830	Mpt1_c08840Mpt1_c02960	Mpt1_c14100		Mpt1_c10580	Mpt1_c02970Mpt1_c08830	Mpt1_c08840Mpt1_c02960	Mpt1_c10570	Mpt1_c10550	Mpt1_c10560		
44	A	Methanogranum	M meuz	KRP56_02065KRP56_04335	KRP56_04440KRP56_04450	KRP56_04445KRP56_04455	KRP56_02090	KRP56_02075	KRP56_02085				KRP56_01590	KRP56_06640	KRP56_06645			KRP56_01590	KRP56_06640	KRP56_06645	KRP56_01595	KRP56_01605	KRP56_01600		
45	A		M marc	AR505_1035AR505_1063AR505_1575AR505_1404	AR505_0949AR505_0951	AR505_0950AR505_0952	AR505_1396	AR505_1399	AR505_1397				AR505_1479	AR505_0274	AR505_0273	AR505_0040		AR505_1479	AR505_0274	AR505_0273	AR505_1478	AR505_1476	AR505_1477		
