17	B.GamE	Salmonella	M seeh	SEEH1578_22575		SEEH1578_22580SEEH1578_01225			SEEH1578_15860	SEEH1578_01460
18	B.GamE	Enterobacter	M eclz	LI64_16165		LI64_16170		LI64_21395	LI64_09190	LI64_17500LI64_01855
19	B.GamE	Enterobacter	M ecan	CWI88_05395		CWI88_05390		CWI88_22285	CWI88_13295	CWI88_03980
20	B.GamE	Enterobacter	M echg	FY206_18835		FY206_18840		FY206_24055	FY206_10530	FY206_20390FY206_01750
21	B.GamE	Klebsiella	M kpn	KPN_02957		KPN_02958		KPN_04223KPN_04193	KPN_02183	KPN_03354KPN_04196KPN_00349
22	B.GamE	Klebsiella	M kpy	KPNIH31_18210		KPNIH31_18205		KPNIH31_00240KPNIH31_00395	KPNIH31_15325	KPNIH31_00255KPNIH31_21515KPNIH31_05830
23	B.GamE	Klebsiella	M koc	AB185_13840		AB185_13835		AB185_06545AB185_06825	AB185_18925	AB185_06810AB185_11545AB185_07750AB185_07755
24	B.GamE	Klebsiella	M klw	DA718_10170		DA718_10175		DA718_28870	DA718_11830	DA718_09550DA718_04560
25	B.GamE	Raoultella	M rtg	NCTC13098_03929		NCTC13098_03928		NCTC13098_02404NCTC13098_07111	NCTC13098_03049	NCTC13098_01041NCTC13098_05844
26	B.GamE	Citrobacter	M citz	E4Z61_22610		E4Z61_22605		E4Z61_16135	E4Z61_03795	E4Z61_20945E4Z61_15195
27	B.GamE	Pluralibacter	M pge	LG71_08965		LG71_08970		LG71_04645		LG71_08710
28	B.GamE	Sodalis	M sod	Sant_0061		Sant_0060Sant_0809		Sant_3982Sant_P0162		Sant_0053Sant_2354Sant_0319Sant_0320Sant_0765
29	B.Gam	Vibrio	M vsh				BSZ05_17120	BSZ05_07580		BSZ05_08535BSZ05_13635BSZ05_18085BSZ05_23580
30	B.Gam	Methylocaldum	M mmai	sS8_1135		sS8_1134	sS8_1148		sS8_0738	sS8_1130
31	B.Gam	Methylophaga	M mej	Q7A_2498Q7A_2501		Q7A_2502			Q7A_2056	Q7A_566Q7A_368
32	B.Gam	Zophobihabitans	M orb	IPMB12_08420		IPMB12_08425IPMB12_02090		IPMB12_00490		IPMB12_03010
33	B.Bet	Acidovorax	M acid				CBP33_16730		CBP33_17020	CBP33_17745
34	B.Alp	Sulfitobacter	M sdo	SD1155_05640		SD1155_05645		SD1155_10505		SD1155_00335
35	B.Eps	Nitratifractor	M nsa	Nitsa_1660		Nitsa_1661		Nitsa_1009		Nitsa_1365
36	B.Eps	Sulfurovum	M slh	YH65_04865		YH65_04860		YH65_05315		YH65_03040
37	B.FirB	Bacillus	M bsu	BSU03460		BSU03450		BSU29190		BSU37120
38	B.FirB	Bacillus	M bsr	I33_0397		I33_0396		I33_2977		I33_3857
39	B.FirB	Bacillus	M bsl	A7A1_1851		A7A1_1852		A7A1_0762		A7A1_2730
40	B.FirB	Bacillus	M bsh	BSU6051_03460		BSU6051_03450		BSU6051_29190		BSU6051_37120
41	B.FirB	Bacillus	M bsy	I653_01730		I653_01725		I653_13945		I653_18165
42	B.FirB	Bacillus	M bsut	BSUB_00396		BSUB_00395		BSUB_03107		BSUB_03947
43	B.FirB	Bacillus	M bsul	BSUA_00396		BSUA_00395		BSUA_03107		BSUA_03947
44	B.FirB	Bacillus	M bsus	Q433_02070		Q433_02065		Q433_15815		Q433_20410
45	B.FirB	Bacillus	M bso	BSNT_06681		BSNT_06680		BSNT_09342		BSNT_10368
46	B.FirB	Bacillus	M bsn	BSn5_13315		BSn5_13310		BSn5_05425		BSn5_09510
47	B.FirB	Bacillus	M bsq	B657_03460		B657_03450		B657_29190		B657_37120
48	B.FirB	Bacillus	M bsx	C663_0338		C663_0336C663_0337		C663_2764		C663_3612
49	B.FirB	Bacillus	M bsp	U712_01790		U712_01785		U712_14455		U712_18700
50	B.FirB	Bacillus	M bss	BSUW23_01790		BSUW23_01785		BSUW23_14190		BSUW23_18335
51	B.FirB	Bacillus	M bst	GYO_0559		GYO_0558		GYO_3172		GYO_4090
52	B.FirB	Bacillus	M bli	BL02045		BL02046		BL00403		BL03969
53	B.FirB	Bacillus	M bld	BLi02805		BLi02804		BLi03068		BLi03960
54	B.FirB	Bacillus	M blh	BaLi_c29000		BaLi_c28990		BaLi_c31490		BaLi_c39760
55	B.FirB	Bacillus	M bay	RBAM_003630		RBAM_003620		RBAM_026240		RBAM_034280
56	B.FirB	Bacillus	M baq	BACAU_0303		BACAU_0302		BACAU_2641		BACAU_3462
57	B.FirB	Bacillus	M bya	BANAU_0305		BANAU_0304		BANAU_2841		BANAU_3617
58	B.FirB	Bacillus	M bamp	B938_01575		B938_01570		B938_13580		B938_17590
59	B.FirB	Bacillus	M bqy	MUS_0325		MUS_0324		MUS_3199		MUS_4087
60	B.FirB	Bacillus	M baml	BAM5036_0322		BAM5036_0321		BAM5036_2565		BAM5036_3358
61	B.FirB	Bacillus	M bama	RBAU_0337		RBAU_0336		RBAU_2763		RBAU_3564
62	B.FirB	Bacillus	M bamn	BASU_0321		BASU_0320		BASU_2571		BASU_3340
63	B.FirB	Bacillus	M bamb	BAPNAU_0307		BAPNAU_0306		BAPNAU_0927		BAPNAU_3629
64	B.FirB	Bacillus	M bamt	AJ82_01980		AJ82_01975		AJ82_14875		AJ82_19355
65	B.FirB	Bacillus	M bamy	V529_03250		V529_03240		V529_29120		V529_36970
66	B.FirB	Bacillus	M bmp	NG74_00345		NG74_00344		NG74_02770		NG74_03604
67	B.FirB	Bacillus	M bao	BAMF_0310		BAMF_0309		BAMF_2722		BAMF_3549
68	B.FirB	Bacillus	M baz	BAMTA208_01555		BAMTA208_01550		BAMTA208_14345		BAMTA208_18810
69	B.FirB	Bacillus	M bql	LL3_00318		LL3_00317		LL3_03007		LL3_03860
70	B.FirB	Bacillus	M bxh	BAXH7_00321		BAXH7_00320		BAXH7_02935		BAXH7_03850
71	B.FirB	Bacillus	M bami	KSO_017855		KSO_017860		KSO_005910		KSO_001885
72	B.FirB	Bacillus	M bamc	U471_03230		U471_03220		U471_27280		U471_35730
73	B.FirB	Bacillus	M bamf	U722_01860		U722_01855		U722_14225		U722_18400
74	B.FirB	Bacillus	M bsia	CWD84_20190		CWD84_20195		CWD84_06330		CWD84_01945
75	B.FirB	Bacillus	M bae	BATR1942_20410		BATR1942_20405		BATR1942_12380		BATR1942_16520
76	B.FirB	Bacillus	M bvm	B9C48_01845		B9C48_01840		B9C48_13425		B9C48_17575
77	B.FirB	Bacillus	M bson	S101395_01722		S101395_01723		S101395_01431		S101395_00429
78	B.FirB	Bacillus	M bht	DIC78_08240		DIC78_08245		DIC78_17010		DIC78_12425
79	B.FirB	Bacillus	M bmoj	HC660_03860		HC660_03850		HC660_27970		HC660_36200
80	B.FirB	Bacillus	M bteq	G4P54_01945		G4P54_01940		G4P54_14870		G4P54_19140
81	B.FirB	Bacillus	M biq	AN935_01795		AN935_01790		AN935_14605		AN935_18790
82	B.FirB	Bacillus	M bpu	BPUM_2333		BPUM_2332		BPUM_2562		BPUM_3357
83	B.FirB	Bacillus	M bpum	BW16_12650		BW16_12645		BW16_13815		BW16_17830
84	B.FirB	Bacillus	M bpus	UP12_11780		UP12_11775		UP12_13110		UP12_17325
85	B.FirB	Bacillus	M bif	N288_22430N288_21395		N288_22475N288_21400		N288_19640		N288_23890
86	B.FirB	Bacillus	M bmet	BMMGA3_06845		BMMGA3_06840		BMMGA3_17235BMMGA3_13085		BMMGA3_17215BMMGA3_16125
87	B.FirB	Bacillus	M bsm	BSM4216_0641		BSM4216_0640		BSM4216_2859		BSM4216_3693
88	B.FirB	Bacillus	M bgy	BGLY_3090		BGLY_3089		BGLY_3454		BGLY_4364
89	B.FirB	Bacillus	M bxi	BK049_15320		BK049_15325		BK049_14215		BK049_10115
90	B.FirB	Bacillus	M balt	CFN77_12450		CFN77_12445		CFN77_13770		CFN77_17770
91	B.FirB	Bacillus	M baer	BAE_00125		BAE_00120		BAE_01275		BAE_05685
92	B.FirB	Bacillus	M bsaf	BSL056_12835		BSL056_12830		BSL056_14515		BSL056_18435
93	B.FirB	Bacillus	M bit	BIS30_12300		BIS30_12295		BIS30_04030		BIS30_08285
94	B.FirB	Bacillus	M bfd	NCTC4823_03793NCTC4823_01217		NCTC4823_03792NCTC4823_01218		NCTC4823_01365		NCTC4823_00429
95	B.FirB	Bacillus	M bshi	LGQ02_03485		LGQ02_03490		LGQ02_15615		LGQ02_20085
96	B.FirB	Bacillus	M bcab	EFK13_02150		EFK13_02145		EFK13_14845		EFK13_19105
97	B.FirB	Bacillus	M bry	M0696_02000		M0696_01995		M0696_14620		M0696_18875
98	B.FirB	Bacillus	M bjs	MY9_0361		MY9_0360		MY9_2912		MY9_3795
99	B.FirB	Bacillus	M gst	HW35_08370		HW35_08365		HW35_05690		HW35_09230HW35_12560
100	B.FirB	Bacillus	M bacw	QR42_11740		QR42_11735		QR42_12920		QR42_16840
101	B.FirB	Bacillus	M bacp	SB24_07990		SB24_07995		SB24_15550		SB24_11560
102	B.FirB	Bacillus	M bacb	OY17_04480		OY17_04475		OY17_16435		OY17_00815
103	B.FirB	Bacillus	M bacy	QF06_00690		QF06_00685		QF06_12795		QF06_16970
104	B.FirB	Bacillus	M bacl	BS34A_04030		BS34A_04020		BS34A_31820		BS34A_40270
105	B.FirB	Bacillus	M balm	BsLM_0362		BsLM_0361		BsLM_2899		BsLM_3740
106	B.FirB	Bacillus	M bacs	AUL54_09010		AUL54_09015		AUL54_16660		AUL54_12505
107	B.FirB	Bacillus	M bacq	DOE78_03635		DOE78_03630		DOE78_12745DOE78_19875DOE78_18480		DOE78_12765DOE78_23825
108	B.FirB	Bacillus	M baca	FAY30_22685FAY30_23225		FAY30_22680FAY30_22720FAY30_23230		FAY30_18305		FAY30_25080
109	B.FirB	Bacillus	M bhai	KJK41_04665		KJK41_04670		KJK41_16775		KJK41_20935
110	B.FirB	Sutcliffiella	M bhk	B4U37_02010		B4U37_02005		B4U37_15095B4U37_16745		B4U37_20515
111	B.FirB	Niallia	M bcir	C2I06_12975C2I06_17420		C2I06_12980C2I06_17425		C2I06_13650C2I06_13700C2I06_11530		C2I06_16900C2I06_14510C2I06_14515C2I06_14940
112	B.FirB	Priestia	M bmq	BMQ_1538BMQ_0891BMQ_2942		BMQ_0890BMQ_2941		BMQ_3992BMQ_1648		BMQ_5175
113	B.FirB	Priestia	M bmd	BMD_1519BMD_0891BMD_2971		BMD_0890BMD_2970		BMD_3977		BMD_5161
114	B.FirB	Priestia	M bmh	BMWSH_3691BMWSH_4350		BMWSH_4351		BMWSH_1235		BMWSH_0106
115	B.FirB	Priestia	M bmeg	BG04_4896BG04_3830BG04_5588BG04_5930BG04_5472BG04_3186		BG04_5931BG04_5471BG04_3185		BG04_907		BG04_2169
116	B.FirB	Priestia	M beo	BEH_06020BEH_12940		BEH_06015BEH_12935		BEH_06915BEH_15275		BEH_06925BEH_11130BEH_23535
117	B.FirB	Priestia	M bfx	BC359_14510BC359_19735		BC359_14515		BC359_08090		BC359_01835
118	B.FirB	Priestia	M pks	IE339_01975		IE339_01980		IE339_07145		IE339_22870
119	B.FirB	Weizmannia	M bag	Bcoa_0968		Bcoa_0967Bcoa_0594		Bcoa_2516		Bcoa_1434
120	B.FirB	Alkalihalobacillus	M bcl	ABC3351		ABC3354		ABC2719ABC3502		ABC0858ABC0445ABC3883ABC3505ABC3195
121	B.FirB	Halalkalibacter	M bkw	BkAM31D_07120BkAM31D_16315		BkAM31D_07115BkAM31D_16320		BkAM31D_18680BkAM31D_11810BkAM31D_16100		BkAM31D_16090BkAM31D_24615
122	B.FirB	Shouchella	M bgi	BGM20_16795		BGM20_16790		BGM20_08540		BGM20_12785
123	B.FirB	Cytobacillus	M bon	A361_26060A361_15685A361_15780		A361_26105A361_15690		A361_22215		A361_26045
124	B.FirB	Cytobacillus	M cgot	J1899_06860J1899_20250J1899_21665		J1899_06830J1899_20245J1899_20285J1899_21660		J1899_16815		J1899_02290J1899_21045
125	B.FirB	Cytobacillus	M cfir	NAF01_02050NAF01_14215		NAF01_02055NAF01_14220		NAF01_19960		NAF01_23970
126	B.FirB	Oceanobacillus	M oih	OB2806OB2697		OB2807OB2704		OB2172		OB3005
127	B.FirB	Oceanobacillus	M ocn	CUC15_15170		CUC15_15175		CUC15_16975CUC15_12385		CUC15_17640
128	B.FirB	Oceanobacillus	M oon	NP440_16420NP440_00980		NP440_16415NP440_18620NP440_00985		NP440_15770		NP440_17630NP440_20305NP440_21375NP440_03475
129	B.FirB	Geobacillus	M gtk	GT3570_09830		GT3570_09825		GT3570_13435		GT3570_08965GT3570_16630
130	B.FirB	Geobacillus	M gli	GLN3_03390		GLN3_03385		GLN3_06530		GLN3_02655GLN3_09650
131	B.FirB	Geobacillus	M gtn	GTNG_1490		GTNG_1491		GTNG_2664		GTNG_3331GTNG_1805
132	B.FirB	Geobacillus	M gmc	GY4MC1_3093		GY4MC1_3094		GY4MC1_0828		GY4MC1_3729GY4MC1_2169GY4MC1_2538
133	B.FirB	Geobacillus	M ggh	GHH_c21400		GHH_c21390		GHH_c28210		GHH_c34820
134	B.FirB	Geobacillus	M gjf	M493_16830		M493_16825		M493_17155M493_14210		M493_17715
135	B.FirB	Geobacillus	M gea	GARCT_02004GARCT_00704		GARCT_02003GARCT_00703		GARCT_02795		GARCT_03370
136	B.FirB	Geobacillus	M gel	IB49_02240		IB49_02235IB49_01650		IB49_05585		IB49_09485
137	B.FirB	Geobacillus	M gsr	GS3922_12380		GS3922_12385		GS3922_02515		GS3922_07130GS3922_16340
138	B.FirB	Geobacillus	M gej	A0V43_08225		A0V43_08220		A0V43_11635		A0V43_14610A0V43_06985
139	B.FirB	Geobacillus	M gza	IC807_06470		IC807_06465		IC807_09915		IC807_12965
140	B.FirB	Parageobacillus	M gth	Geoth_3109		Geoth_3110		Geoth_0897		Geoth_3834
141	B.FirB	Parageobacillus	M ptl	AOT13_07080		AOT13_07075		AOT13_18150		AOT13_03635
142	B.FirB	Parageobacillus	M ptb	DER53_08130		DER53_08125		DER53_01265		DER53_15230DER53_04185
143	B.FirB	Parageobacillus	M parg	PspKH34_30140		PspKH34_30150		PspKH34_07340		PspKH34_20840PspKH34_36990
144	B.FirB	Anoxybacillus	M anm	GFC28_662		GFC28_663		GFC28_3411		GFC28_2793GFC28_278
145	B.FirB	Anoxybacillus	M anl	GFC29_964		GFC29_963		GFC29_2023		GFC29_2641GFC29_1346
146	B.FirB	Anoxybacillus	M and	GRQ40_09545		GRQ40_09540		GRQ40_14535		GRQ40_11090GRQ40_17735
147	B.FirB	Anoxybacillus	M acai	ISX45_01330ISX45_06735		ISX45_01325ISX45_06730		ISX45_11990		ISX45_15040
148	B.FirB	Halobacillus	M hmn	HM131_14425		HM131_01670HM131_14420		HM131_08175HM131_18740		HM131_04020
149	B.FirB	Halobacillus	M hli	HLI_12660		HLI_12625HLI_12665		HLI_08390HLI_17950		HLI_14335
150	B.FirB	Halobacillus	M hnz	P9989_20140		P9989_20135		P9989_13920		P9989_10820P9989_18830
151	B.FirB	Virgibacillus	M vig	BKP57_09220		BKP57_09255		BKP57_02535		BKP57_09900BKP57_08380
152	B.FirB	Virgibacillus	M vne	CFK40_05180		CFK40_05145		CFK40_08320		CFK40_03020
153	B.FirB	Virgibacillus	M vpt	KBP50_20725		KBP50_20760		KBP50_06240		KBP50_19910KBP50_21320
154	B.FirB	Virgibacillus	M vnt	OLD84_16675		OLD84_16670		OLD84_11980		OLD84_17280
155	B.FirB	Virgibacillus	M vik	KFZ58_14350		KFZ58_14385		KFZ58_11510		KFZ58_05910
156	B.FirB	Fictibacillus	M far	ABE41_010275		ABE41_010270ABE41_017265		ABE41_014330		ABE41_017225ABE41_019335
157	B.FirB	Aeribacillus	M apak	AP3564_06145		AP3564_06150		AP3564_19385AP3564_11800		AP3564_04040AP3564_07165
158	B.FirB	Peribacillus	M pbut	DTO10_07700		DTO10_07695		DTO10_05075		DTO10_10870DTO10_16000
159	B.FirB	Peribacillus	M ppsr	I6J18_02975I6J18_08150		I6J18_08145		I6J18_18545		I6J18_15495
160	B.FirB	Peribacillus	M pfri	L8956_21565		L8956_21560		L8956_18820L8956_09690		L8956_25745L8956_05310L8956_09700
161	B.FirB	Gracilibacillus	M grc	GI584_10025		GI584_10020		GI584_15125		GI584_20280GI584_20290GI584_20950GI584_06060GI584_06280GI584_18530
162	B.FirB	Neobacillus	M nmk	CHR53_10820		CHR53_10815		CHR53_21250		CHR53_27175
163	B.FirB	Neobacillus	M ntm	BTDUT50_14180		BTDUT50_14175		BTDUT50_13160		BTDUT50_02340
164	B.FirB	Neobacillus	M ndt	L1999_22990L1999_02995		L1999_22995L1999_03000		L1999_23060		L1999_27565L1999_27570L1999_28635
165	B.FirB	Metabacillus	M meku	HUW50_16935HUW50_04030		HUW50_16940HUW50_04035HUW50_04045		HUW50_18285HUW50_02205HUW50_05165		HUW50_05645HUW50_08060
166	B.FirB	Metabacillus	M msem	GMB29_08440		GMB29_08445		GMB29_16990GMB29_20885GMB29_23460		GMB29_24460GMB29_25155GMB29_25160GMB29_25730GMB29_06295GMB29_09590
167	B.FirB	Metabacillus	M mdg	K8L98_13980K8L98_15450		K8L98_13985K8L98_15445		K8L98_19015K8L98_22245		K8L98_23870
168	B.FirB	Metabacillus	M mlit	KDJ21_025570KDJ21_026155		KDJ21_025575KDJ21_026160		KDJ21_022785KDJ21_011820		KDJ21_006450
169	B.FirB	Anaerobacillus	M aia	AWH56_012125		AWH56_012130		AWH56_014270AWH56_015330		AWH56_006430
170	B.FirB	Lederbergia	M blen	NCTC4824_02164NCTC4824_00834		NCTC4824_02163NCTC4824_00835		NCTC4824_01393		NCTC4824_03896
171	B.FirB	Sediminibacillus	M sedd	ERJ70_14580ERJ70_18455		ERJ70_14575ERJ70_18450		ERJ70_12590		ERJ70_17280
172	B.FirB	Rossellomorea	M bvq	FHE72_04710FHE72_17335		FHE72_04715FHE72_17340		FHE72_16545		FHE72_22495
173	B.FirB	Rossellomorea	M rmf	D5E69_06120		D5E69_06115		D5E69_16300		D5E69_21075
174	B.FirB	Pullulanibacillus	M puk	PU629_11120PU629_11395		PU629_11125PU629_11400		PU629_05915		PU629_01665
175	B.FirB	Staphylococcus	M sau	SA0528		SA0529		SA1521		SA1927
176	B.FirB	Staphylococcus	M sav	SAV0570		SAV0571		SAV1698		SAV2125
177	B.FirB	Staphylococcus	M saw	SAHV_0568		SAHV_0569		SAHV_1684		SAHV_2109
178	B.FirB	Staphylococcus	M sah	SaurJH1_2812SaurJH1_0607		SaurJH1_2813SaurJH1_0608		SaurJH1_1789		SaurJH1_2199
179	B.FirB	Staphylococcus	M saj	SaurJH9_0593SaurJH9_2736		SaurJH9_0594SaurJH9_2737		SaurJH9_1755		SaurJH9_2161
180	B.FirB	Staphylococcus	M sam	MW0525		MW0526		MW1642		MW2049
181	B.FirB	Staphylococcus	M sas	SAS0528		SAS0529		SAS1626		SAS2028
182	B.FirB	Staphylococcus	M sar	SAR0574		SAR0575		SAR1777		SAR2213
183	B.FirB	Staphylococcus	M sac	SACOL0617		SACOL0618		SACOL1746		SACOL2117
184	B.FirB	Staphylococcus	M sax	USA300HOU_0564		USA300HOU_0565		USA300HOU_1685		USA300HOU_2113
185	B.FirB	Staphylococcus	M saa	SAUSA300_0555		SAUSA300_0556		SAUSA300_1645		SAUSA300_2079
186	B.FirB	Staphylococcus	M sao	SAOUHSC_00553		SAOUHSC_00554		SAOUHSC_01807		SAOUHSC_02366
187	B.FirB	Staphylococcus	M sae	NWMN_0533		NWMN_0534		NWMN_1593		NWMN_2029
188	B.FirB	Staphylococcus	M sad	SAAV_0533		SAAV_0534		SAAV_1688		SAAV_2180
189	B.FirB	Staphylococcus	M suu	M013TW_0558		M013TW_0559		M013TW_1711		M013TW_2084
190	B.FirB	Staphylococcus	M suv	SAVC_02440		SAVC_02445		SAVC_07705		SAVC_09500
191	B.FirB	Staphylococcus	M sue	SAOV_0605		SAOV_0606		SAOV_1686		SAOV_2166c
192	B.FirB	Staphylococcus	M suj	SAA6159_00524		SAA6159_00525		SAA6159_01622		SAA6159_02039
193	B.FirB	Staphylococcus	M suk	SAA6008_00578		SAA6008_00579		SAA6008_01667		SAA6008_02163
194	B.FirB	Staphylococcus	M suc	ECTR2_524		ECTR2_525		ECTR2_1538		ECTR2_1981
195	B.FirB	Staphylococcus	M sut	SAT0131_00631		SAT0131_00632		SAT0131_01802		SAT0131_02288
196	B.FirB	Staphylococcus	M suq	HMPREF0772_1261		HMPREF0772_1261		HMPREF0772_1145		HMPREF0772_1106
197	B.FirB	Staphylococcus	M suz	MS7_0560		MS7_0561		MS7_1705		MS7_2141
198	B.FirB	Staphylococcus	M sud	ST398NM01_0645		ST398NM01_0646		ST398NM01_1752		ST398NM01_2167
199	B.FirB	Staphylococcus	M sux	SAEMRSA15_04970		SAEMRSA15_04980		SAEMRSA15_16080		SAEMRSA15_20330
200	B.FirB	Staphylococcus	M suw	SATW20_06400		SATW20_06410		SATW20_16900		SATW20_22630
201	B.FirB	Staphylococcus	M sug	SAPIG0645		SAPIG0646		SAPIG1752		SAPIG2167
202	B.FirB	Staphylococcus	M suf	SARLGA251_05060		SARLGA251_05070		SARLGA251_15900		SARLGA251_19260
203	B.FirB	Staphylococcus	M saua	SAAG_00991		SAAG_00992		SAAG_01602		SAAG_02339
204	B.FirB	Staphylococcus	M saue	RSAU_000524		RSAU_000525		RSAU_001556		RSAU_001963
205	B.FirB	Staphylococcus	M saun	SAKOR_00559		SAKOR_00560		SAKOR_01639		SAKOR_02092
206	B.FirB	Staphylococcus	M saus	SA40_0511		SA40_0512		SA40_1559		SA40_1884
207	B.FirB	Staphylococcus	M sauu	SA957_0526		SA957_0527		SA957_1642		SA957_1968
208	B.FirB	Staphylococcus	M saug	SA268_0524		SA268_0525		SA268_1646		SA268_2038
209	B.FirB	Staphylococcus	M sauz	SAZ172_0572		SAZ172_0573		SAZ172_1711		SAZ172_2229
210	B.FirB	Staphylococcus	M saut	SAI1T1_2004400		SAI1T1_2004410		SAI1T1_2012380		SAI1T1_2015650
211	B.FirB	Staphylococcus	M sauj	SAI2T2_1004420		SAI2T2_1004430		SAI2T2_1012400		SAI2T2_1015660
212	B.FirB	Staphylococcus	M sauk	SAI3T3_1004410		SAI3T3_1004420		SAI3T3_1012380		SAI3T3_1015650
213	B.FirB	Staphylococcus	M sauq	SAI4T8_1004400		SAI4T8_1004410		SAI4T8_1012390		SAI4T8_1015660
214	B.FirB	Staphylococcus	M sauv	SAI7S6_1004410		SAI7S6_1004420		SAI7S6_1012400		SAI7S6_1015660
215	B.FirB	Staphylococcus	M sauw	SAI5S5_1004370		SAI5S5_1004380		SAI5S5_1012350		SAI5S5_1015600
216	B.FirB	Staphylococcus	M saux	SAI6T6_1004380		SAI6T6_1004390		SAI6T6_1012360		SAI6T6_1015610
217	B.FirB	Staphylococcus	M sauy	SAI8T7_1004410		SAI8T7_1004420		SAI8T7_1012390		SAI8T7_1015640
218	B.FirB	Staphylococcus	M sauf	X998_0612		X998_0613		X998_1714		X998_2104
219	B.FirB	Staphylococcus	M sab	SAB0520		SAB0521		SAB1557c		SAB2009c
220	B.FirB	Staphylococcus	M suy	SA2981_0547		SA2981_0548		SA2981_1657		SA2981_2065
221	B.FirB	Staphylococcus	M saub	C248_0645		C248_0646		C248_1740		C248_2139
222	B.FirB	Staphylococcus	M saum	BN843_5640		BN843_5650		BN843_17020		BN843_21620
223	B.FirB	Staphylococcus	M sauc	CA347_586		CA347_587		CA347_1690		CA347_2205
224	B.FirB	Staphylococcus	M saur	SABB_00621		SABB_00622		SABB_01825		SABB_02756
225	B.FirB	Staphylococcus	M saui	AZ30_02885		AZ30_02890		AZ30_08605		AZ30_11220
226	B.FirB	Staphylococcus	M saud	CH52_02905		CH52_02900		CH52_10615		CH52_08335
227	B.FirB	Staphylococcus	M sams	NI36_02840		NI36_02845		NI36_09090		NI36_10430
228	B.FirB	Staphylococcus	M suh	SAMSHR1132_0514		SAMSHR1132_0515		SAMSHR1132_1549		SAMSHR1132_1948
229	B.FirB	Staphylococcus	M ser	SERP0216		SERP0217		SERP1262		SERP1732
230	B.FirB	Staphylococcus	M sep	SE_0341		SE_0342		SE_1374		SE_1723
231	B.FirB	Staphylococcus	M sepp	SEB_00262		SEB_00263		SEB_01398		SEB_01734
232	B.FirB	Staphylococcus	M seps	DP17_1647		DP17_1648		DP17_328		DP17_668
233	B.FirB	Staphylococcus	M sha	SH2420		SH2419		SH1226		SH0910
234	B.FirB	Staphylococcus	M shh	ShL2_02215		ShL2_02214		ShL2_01111		ShL2_00801
235	B.FirB	Staphylococcus	M ssp	SSP2148SSP1619SSP1626		SSP1618SSP2147		SSP1068		SSP0759
236	B.FirB	Staphylococcus	M sca	SCA_0711SCA_0226		SCA_0225SCA_0710		SCA_1304		SCA_1628
237	B.FirB	Staphylococcus	M slg	SLGD_02315		SLGD_02314		SLGD_01231		SLGD_00899
238	B.FirB	Staphylococcus	M sln	SLUG_22330		SLUG_22320		SLUG_12290		SLUG_09420
239	B.FirB	Staphylococcus	M ssd	SPSINT_0249		SPSINT_0250		SPSINT_1455		SPSINT_1789
240	B.FirB	Staphylococcus	M sdt	SPSE_2213		SPSE_2212		SPSE_1103		SPSE_0700
241	B.FirB	Staphylococcus	M sdp	NCTC12225_02420		NCTC12225_02419		NCTC12225_01314		NCTC12225_00770
