8	A.Eur	Methanococcus	M mmp	MMP1248MMP0509	MMP0511MMP0512MMP1691	MMP1249MMP0510	MMP1247	MMP0508MMP0200MMP0965	MMP1245	MMP1246	MMP1244	MMP1609	MMP1191	MMP0372	MMP0127	MMP0058	MMP1564MMP1565	MMP1563	MMP1562	MMP1561	MMP1560		MMP1566	MMP1567	MMP1559	MMP1555	MMP1558				MMP0825MMP1697	MMP1053MMP1155	MMP1054MMP1154			MMP0825MMP1697	MMP1053MMP1155	MMP1054MMP1154	MMP1696MMP0821	MMP1694MMP0823	MMP0822MMP1695	MMP0138MMP1298	MMP1297MMP0139
9	A.Eur	Methanococcus	M mmq	MmarC5_0343MmarC5_1451	MmarC5_1449MmarC5_1715	MmarC5_0342MmarC5_1450	MmarC5_0344	MmarC5_1452MmarC5_0788	MmarC5_0346	MmarC5_0345	MmarC5_0347	MmarC5_1799	MmarC5_0399	MmarC5_1303	MmarC5_1551	MmarC5_1619	MmarC5_0012MmarC5_0011	MmarC5_0013	MmarC5_0014	MmarC5_0015	MmarC5_0016		MmarC5_0010	MmarC5_0009	MmarC5_0017	MmarC5_0021	MmarC5_0018				MmarC5_0654MmarC5_1709	MmarC5_0432MmarC5_0540	MmarC5_0433MmarC5_0539			MmarC5_0654MmarC5_1709	MmarC5_0432MmarC5_0540	MmarC5_0433MmarC5_0539	MmarC5_1710MmarC5_0650	MmarC5_1712MmarC5_0652	MmarC5_1711MmarC5_0651	MmarC5_1538MmarC5_0295	MmarC5_0296MmarC5_1537
10	A.Eur	Methanococcus	M mmx	MmarC6_0382MmarC6_1425	MmarC6_0380MmarC6_0980	MmarC6_1424MmarC6_0381	MmarC6_1426	MmarC6_0383MmarC6_1690	MmarC6_1428	MmarC6_1427	MmarC6_1429	MmarC6_1060	MmarC6_1482	MmarC6_0579	MmarC6_0825	MmarC6_0892	MmarC6_1106MmarC6_1105	MmarC6_1107	MmarC6_1108	MmarC6_1109	MmarC6_1110		MmarC6_1104	MmarC6_1103	MmarC6_1111	MmarC6_1115	MmarC6_1112				MmarC6_0974	MmarC6_1605MmarC6_1516	MmarC6_1604MmarC6_1517			MmarC6_0974	MmarC6_1605MmarC6_1516	MmarC6_1604MmarC6_1517	MmarC6_0975	MmarC6_0977	MmarC6_0976	MmarC6_0814MmarC6_1376	MmarC6_0813MmarC6_1377
11	A.Eur	Methanococcus	M mmz	MmarC7_0494MmarC7_1530	MmarC7_1532MmarC7_0966	MmarC7_0495MmarC7_1531	MmarC7_0493	MmarC7_1529MmarC7_0210	MmarC7_0491	MmarC7_0492	MmarC7_0490	MmarC7_0857	MmarC7_0438	MmarC7_1368	MmarC7_1126	MmarC7_1055	MmarC7_0811MmarC7_0812	MmarC7_0810	MmarC7_0809	MmarC7_0808	MmarC7_0807		MmarC7_0813	MmarC7_0814	MmarC7_0806	MmarC7_0802	MmarC7_0805				MmarC7_0972	MmarC7_0403MmarC7_0307	MmarC7_0402MmarC7_0308			MmarC7_0972	MmarC7_0403MmarC7_0307	MmarC7_0402MmarC7_0308	MmarC7_0971	MmarC7_0969	MmarC7_0970	MmarC7_1137MmarC7_0543	MmarC7_1138MmarC7_0542
12	A.Eur	Methanococcus	M mmd	GYY_07075GYY_03965	GYY_04790GYY_03945	GYY_07080GYY_03960	GYY_07070	GYY_01020GYY_03970GYY_05650	GYY_07060	GYY_07065	GYY_07055	GYY_08900	GYY_06780	GYY_01920	GYY_00645	GYY_00295	GYY_08670GYY_08680GYY_08675	GYY_08665	GYY_08660	GYY_08655	GYY_08650		GYY_08685	GYY_08690	GYY_08645	GYY_08625	GYY_08640				GYY_04785	GYY_06105GYY_06620	GYY_06615GYY_06110			GYY_04785	GYY_06105GYY_06620	GYY_06615GYY_06110	GYY_04765GYY_09345	GYY_04775GYY_09335	GYY_04770GYY_09340		GYY_07320GYY_00710
13	A.Eur	Methanococcus	M mmak	MMKA1_05540MMKA1_10870MMKA1_14740	MMKA1_05560MMKA1_05570MMKA1_09110MMKA1_10940MMKA1_10950MMKA1_19250	MMKA1_05550MMKA1_10880MMKA1_14750	MMKA1_10960MMKA1_14730	MMKA1_11210MMKA1_10800MMKA1_02060MMKA1_05530	MMKA1_10890MMKA1_11060MMKA1_14710	MMKA1_10900MMKA1_14720	MMKA1_11000MMKA1_14700	MMKA1_18400	MMKA1_13660	MMKA1_03910	MMKA1_01320	MMKA1_00600	MMKA1_17940MMKA1_17950	MMKA1_17930	MMKA1_17920	MMKA1_17910	MMKA1_17900		MMKA1_17960	MMKA1_17970	MMKA1_17890	MMKA1_17850	MMKA1_17880				MMKA1_09100MMKA1_19310	MMKA1_12180MMKA1_13330	MMKA1_13320MMKA1_12190			MMKA1_09100MMKA1_19310	MMKA1_12180MMKA1_13330	MMKA1_13320MMKA1_12190	MMKA1_09060MMKA1_19300	MMKA1_09080MMKA1_19280	MMKA1_09070MMKA1_19290	MMKA1_01430MMKA1_15230	MMKA1_01440MMKA1_15220
14	A.Eur	Methanococcus	M mmao	MMOS7_13560MMOS7_05490	MMOS7_18060MMOS7_05510MMOS7_05520MMOS7_08890	MMOS7_13570MMOS7_05500	MMOS7_13550	MMOS7_10570MMOS7_02330MMOS7_05480	MMOS7_13530	MMOS7_13540	MMOS7_13520	MMOS7_17220	MMOS7_12990	MMOS7_03850	MMOS7_01580	MMOS7_00840	MMOS7_16760MMOS7_16770	MMOS7_16750	MMOS7_16740	MMOS7_16730	MMOS7_16720		MMOS7_16780	MMOS7_16790	MMOS7_16710	MMOS7_16670	MMOS7_16700				MMOS7_18120MMOS7_08880	MMOS7_11480MMOS7_12630	MMOS7_12620MMOS7_11490			MMOS7_18120MMOS7_08880	MMOS7_11480MMOS7_12630	MMOS7_12620MMOS7_11490	MMOS7_18110MMOS7_08840	MMOS7_18090MMOS7_08860	MMOS7_18100MMOS7_08850	MMOS7_14050MMOS7_01690	MMOS7_14040MMOS7_01700
15	A.Eur	Methanococcus	M mmad	MMJJ_15970	MMJJ_01710MMJJ_11380	MMJJ_15960	MMJJ_15980	MMJJ_00260MMJJ_08620	MMJJ_16000	MMJJ_15990	MMJJ_16010	MMJJ_12270	MMJJ_16540	MMJJ_07050	MMJJ_09590	MMJJ_10380	MMJJ_12710MMJJ_12720	MMJJ_12730	MMJJ_12740	MMJJ_12750	MMJJ_12760		MMJJ_12700	MMJJ_12690	MMJJ_12770	MMJJ_12810	MMJJ_12780				MMJJ_01720MMJJ_11320	MMJJ_16900MMJJ_17970	MMJJ_16910MMJJ_17960			MMJJ_01720MMJJ_11320	MMJJ_16900MMJJ_17970	MMJJ_16910MMJJ_17960	MMJJ_01760MMJJ_11330	MMJJ_01740MMJJ_11350	MMJJ_01750MMJJ_11340	MMJJ_09470MMJJ_15440	MMJJ_09460MMJJ_15460
16	A.Eur	Methanococcus	M mae	Maeo_0083Maeo_1443	Maeo_0085Maeo_1462Maeo_0100	Maeo_0084Maeo_1442	Maeo_1463Maeo_0101	Maeo_0082Maeo_0860	Maeo_0634	Maeo_0633	Maeo_0635Maeo_0476	Maeo_0224	Maeo_0441	Maeo_1367	Maeo_1025	Maeo_0749	Maeo_1273Maeo_1274	Maeo_1272	Maeo_1271	Maeo_1270	Maeo_1269		Maeo_1275	Maeo_1276	Maeo_1268	Maeo_1264	Maeo_1267				Maeo_0095Maeo_1212	Maeo_0308	Maeo_0307			Maeo_0095Maeo_1212	Maeo_0308	Maeo_0307	Maeo_1213Maeo_0099	Maeo_1215Maeo_0097	Maeo_1214Maeo_0098	Maeo_0578	Maeo_0577
17	A.Eur	Methanococcus	M mvn	Mevan_0562Mevan_1662	Mevan_0993Mevan_0067Mevan_1664	Mevan_0563Mevan_1663	Mevan_0561	Mevan_1661Mevan_0146	Mevan_0559	Mevan_0560	Mevan_0558	Mevan_0919	Mevan_0507	Mevan_1360	Mevan_1132	Mevan_1073	Mevan_0877Mevan_0878	Mevan_0876	Mevan_0875	Mevan_0874	Mevan_0873		Mevan_0879	Mevan_0880	Mevan_0872	Mevan_0868	Mevan_0871				Mevan_0068Mevan_0999	Mevan_0475Mevan_0376	Mevan_0474Mevan_0377			Mevan_0068Mevan_0999	Mevan_0475Mevan_0376	Mevan_0474Mevan_0377	Mevan_0998Mevan_0072	Mevan_0996Mevan_0070	Mevan_0071Mevan_0997	Mevan_0608	Mevan_1144Mevan_0607
18	A.Eur	Methanococcus	M mvo	Mvol_0874Mvol_0741	Mvol_0743Mvol_1269	Mvol_0873Mvol_0742	Mvol_0875	Mvol_0740Mvol_0726	Mvol_0877	Mvol_0876	Mvol_0878	Mvol_1497	Mvol_0378	Mvol_1675	Mvol_1349	Mvol_1374	Mvol_1133Mvol_1134	Mvol_1132	Mvol_1131	Mvol_1130	Mvol_1129		Mvol_1135	Mvol_1136	Mvol_1128	Mvol_1124	Mvol_1127				Mvol_1263Mvol_0582	Mvol_0794Mvol_0808	Mvol_0807Mvol_0795			Mvol_1263Mvol_0582	Mvol_0794Mvol_0808	Mvol_0807Mvol_0795	Mvol_1264Mvol_0586	Mvol_1266Mvol_0584	Mvol_1265Mvol_0585	Mvol_0703Mvol_0819	Mvol_0818Mvol_0702
19	A.Eur	Methanothermococcus	M mok	Metok_0871	Metok_1177Metok_0187Metok_0819	Metok_1176Metok_0872	Metok_0870	Metok_1175Metok_1281	Metok_0868	Metok_0869	Metok_0867	Metok_0159	Metok_1590	Metok_0668	Metok_0558	Metok_0200	Metok_0951	Metok_0952	Metok_0953	Metok_0954	Metok_0955	Metok_0950	Metok_0949	Metok_0948	Metok_0956	Metok_0960	Metok_0957				Metok_0186Metok_0823	Metok_0032	Metok_0031			Metok_0186Metok_0823	Metok_0032	Metok_0031	Metok_0181	Metok_0183Metok_0821	Metok_0182Metok_0822	Metok_1223Metok_0188	Metok_1224Metok_0189
20	A.Eur	Methanofervidicoccus	M metf	CFE53_06090	CFE53_04850	CFE53_06085	CFE53_06095	CFE53_05015	CFE53_06105	CFE53_06100	CFE53_06110	CFE53_06700	CFE53_06735	CFE53_05635	CFE53_06010	CFE53_02485	CFE53_01160	CFE53_01170	CFE53_01175	CFE53_01180	CFE53_01185		CFE53_01155	CFE53_01150	CFE53_01190	CFE53_01210	CFE53_01195				CFE53_06760	CFE53_06410	CFE53_06415CFE53_02215			CFE53_06760	CFE53_06410	CFE53_06415CFE53_02215		CFE53_06775	CFE53_06770		
21	A.Eur	Methanothermobacter	M mth	MTH_1557	MTH_1559MTH_919	MTH_1558MTH_918	MTH_1556	MTH_917MTH_1345	MTH_1554MTH_926	MTH_1555	MTH_1553	MTH_403MTH_1259	MTH_773	MTH_1464	MTH_1142	MTH_1752	MTH_1159MTH_1062	MTH_1160	MTH_1161	MTH_1162	MTH_1163	MTH_1158	MTH_1157	MTH_1156	MTH_1129MTH_1164	MTH_1132MTH_1168	MTH_1130MTH_1165				MTH_1381	MTH_1879	MTH_1878			MTH_1381	MTH_1879	MTH_1878	MTH_1138MTH_1136	MTH_1134	MTH_1135	MTH_1140	MTH_1139
22	A.Eur	Methanothermobacter	M mmg	MTBMA_c01430	MTBMA_c13070MTBMA_c01450	MTBMA_c01440MTBMA_c13060	MTBMA_c01420	MTBMA_c13050MTBMA_c17360	MTBMA_c13130MTBMA_c01400	MTBMA_c01410	MTBMA_c01390	MTBMA_c08020MTBMA_c16460	MTBMA_c11690	MTBMA_c00500	MTBMA_c15260	MTBMA_c03270	MTBMA_c14500MTBMA_c15430	MTBMA_c15440	MTBMA_c15450	MTBMA_c15460	MTBMA_c15470	MTBMA_c15420	MTBMA_c15410	MTBMA_c15400	MTBMA_c15120MTBMA_c15480	MTBMA_c15150MTBMA_c15520	MTBMA_c15130MTBMA_c15490				MTBMA_c17680	MTBMA_c04500	MTBMA_c04490	MTBMA_c05890		MTBMA_c17680	MTBMA_c04500	MTBMA_c04490	MTBMA_c15210MTBMA_c15190	MTBMA_c15170	MTBMA_c15180	MTBMA_c15230	MTBMA_c15220
23	A.Eur	Methanothermobacter	M mwo	MWSIV6_0098	MWSIV6_1312MWSIV6_0100	MWSIV6_1311MWSIV6_0099	MWSIV6_0097	MWSIV6_1310MWSIV6_1730	MWSIV6_1318MWSIV6_0095	MWSIV6_0096	MWSIV6_0094	MWSIV6_1651MWSIV6_0792	MWSIV6_1147	MWSIV6_0005	MWSIV6_1534	MWSIV6_0292	MWSIV6_1448MWSIV6_1551	MWSIV6_1552	MWSIV6_1553	MWSIV6_1554	MWSIV6_1555	MWSIV6_1550	MWSIV6_1549	MWSIV6_1548	MWSIV6_1521MWSIV6_1556	MWSIV6_1524MWSIV6_1560	MWSIV6_1522MWSIV6_1557				MWSIV6_1762	MWSIV6_0410	MWSIV6_0409			MWSIV6_1762	MWSIV6_0410	MWSIV6_0409	MWSIV6_1528MWSIV6_1530	MWSIV6_1526	MWSIV6_1527	MWSIV6_0697MWSIV6_1532	MWSIV6_1531MWSIV6_0698
24	A.Eur	Methanothermobacter	M mtee	MTTB_15400	MTTB_15420	MTTB_15410	MTTB_15390		MTTB_15370	MTTB_15380	MTTB_15360	MTTB_01700MTTB_07390	MTTB_06150	MTTB_00390	MTTB_02800	MTTB_14460	MTTB_02630	MTTB_02620	MTTB_02610	MTTB_02600	MTTB_02590	MTTB_02640	MTTB_02650	MTTB_02660	MTTB_02580	MTTB_02540	MTTB_02570				MTTB_15540	MTTB_11770	MTTB_11780			MTTB_15540	MTTB_11770	MTTB_11780	MTTB_02820	MTTB_02840	MTTB_02830		MTTB_12340
25	A.Eur	Methanothermobacter	M metc	MTCT_1422	MTCT_0835MTCT_1424	MTCT_0834MTCT_1423	MTCT_1421	MTCT_0833MTCT_1219	MTCT_0841MTCT_1419	MTCT_1420	MTCT_1418	MTCT_1150MTCT_0346	MTCT_0692	MTCT_1331	MTCT_1035	MTCT_1602	MTCT_1053MTCT_0963	MTCT_1054	MTCT_1055	MTCT_1056	MTCT_1057	MTCT_1052	MTCT_1051	MTCT_1050	MTCT_1022MTCT_1058	MTCT_1062MTCT_1025	MTCT_1023MTCT_1059				MTCT_1255	MTCT_1717	MTCT_1716	MTCT_0104		MTCT_1255	MTCT_1717	MTCT_1716	MTCT_1029MTCT_1031	MTCT_1027	MTCT_1028	MTCT_1439MTCT_1033	MTCT_1438MTCT_1032
26	A.Eur	Methanothermobacter	M mete	tca_01506	tca_01508tca_00883	tca_01507tca_00882	tca_01505	tca_00881tca_01298	tca_00889tca_01503	tca_01504	tca_01502	tca_00370tca_01215	tca_00740	tca_01413	tca_01099	tca_01698	tca_01026tca_01116	tca_01117	tca_01118	tca_01119	tca_01120	tca_01115	tca_01114	tca_01113	tca_01085tca_01121	tca_01088tca_01125	tca_01086tca_01122				tca_01335	tca_01815	tca_01814	tca_00123		tca_01335	tca_01815	tca_01814	tca_01092tca_01094	tca_01090	tca_01091	tca_01096	tca_01095
27	A.Eur	Methanothermobacter	M metz	METMT2_0020	METMT2_0784METMT2_0022	METMT2_0783METMT2_0021	METMT2_0019	METMT2_0782METMT2_0797	METMT2_0017	METMT2_0018	METMT2_0016	METMT2_0534METMT2_1264	METMT2_0406	METMT2_1375	METMT2_1150	METMT2_1536	METMT2_1167	METMT2_1168	METMT2_1169	METMT2_1170	METMT2_1171	METMT2_1166	METMT2_1165	METMT2_1164	METMT2_1172	METMT2_1176	METMT2_1173				METMT2_0034	METMT2_0213	METMT2_0212			METMT2_0034	METMT2_0213	METMT2_0212	METMT2_1148	METMT2_1146	METMT2_1147		
28	A.Eur	Methanothermobacter	M metk	FVF72_03835	FVF72_06995FVF72_03825	FVF72_07000FVF72_03830	FVF72_03840	FVF72_07005FVF72_04835	FVF72_06960FVF72_03850	FVF72_03845	FVF72_03855	FVF72_00375FVF72_05280	FVF72_07680	FVF72_04285	FVF72_05875	FVF72_02910	FVF72_06280FVF72_05790	FVF72_05785	FVF72_05780	FVF72_05775	FVF72_05770	FVF72_05795	FVF72_05800	FVF72_05805	FVF72_05940FVF72_05765	FVF72_05925FVF72_05745	FVF72_05935FVF72_05760				FVF72_04675	FVF72_02310	FVF72_02315	FVF72_01610		FVF72_04675	FVF72_02310	FVF72_02315	FVF72_05895FVF72_05905	FVF72_05915	FVF72_05910	FVF72_05885	FVF72_05890
29	A.Eur	Methanothermobacter	M mthm	FZP57_00410	FZP57_06230FZP57_00420	FZP57_06225FZP57_00415	FZP57_00405	FZP57_08465FZP57_06220	FZP57_06260FZP57_00395	FZP57_00400	FZP57_00390	FZP57_03785FZP57_08075	FZP57_05450	FZP57_09025	FZP57_07345	FZP57_01345	FZP57_06935FZP57_07430	FZP57_07435	FZP57_07440	FZP57_07445	FZP57_07450	FZP57_07425	FZP57_07420	FZP57_07415	FZP57_07280FZP57_07455	FZP57_07295FZP57_07475	FZP57_07285FZP57_07460				FZP57_08625	FZP57_01925	FZP57_01920			FZP57_08625	FZP57_01925	FZP57_01920	FZP57_07315FZP57_07325	FZP57_07305	FZP57_07310	FZP57_03345FZP57_07335	FZP57_03350FZP57_07330
30	A.Eur	Methanothermobacter	M metj	FZP68_05420	FZP68_04420FZP68_05430	FZP68_04425FZP68_05425	FZP68_05415	FZP68_02260FZP68_04430	FZP68_04390FZP68_05405	FZP68_05410	FZP68_05400	FZP68_02705FZP68_08825	FZP68_00760	FZP68_01710	FZP68_03330	FZP68_06355	FZP68_03245FZP68_03700	FZP68_03240	FZP68_03235	FZP68_03230	FZP68_03225	FZP68_03250	FZP68_03255	FZP68_03260	FZP68_03220FZP68_03395	FZP68_03200FZP68_03380	FZP68_03215FZP68_03390				FZP68_02100	FZP68_06955	FZP68_06950			FZP68_02100	FZP68_06955	FZP68_06950	FZP68_03350FZP68_03360	FZP68_03370	FZP68_03365	FZP68_03340	FZP68_03345
31	A.Eur	Methanosphaera	M mst	Msp_0244	Msp_0243	Msp_0245	Msp_0242			Msp_0241		Msp_0070Msp_1502	Msp_1238	Msp_0163		Msp_1128	Msp_0304	Msp_0303	Msp_0302	Msp_0301	Msp_0300	Msp_0305	Msp_0306	Msp_0307	Msp_0321	Msp_0318	Msp_0320	Msp_0127	Msp_0126	Msp_0125	Msp_1476	Msp_1013	Msp_1014			Msp_1476	Msp_1013	Msp_1014	Msp_0638Msp_0314	Msp_0316	Msp_0315	Msp_0640	Msp_0639
32	A.Eur	Methanobrevibacter	M mru	mru_0344	mru_0343	mru_0345	mru_0342		mru_0340mru_0830	mru_0341	mru_0339	mru_1393mru_2022	mru_1619	mru_2142	mru_0526	mru_0569	mru_1919mru_0441	mru_1920	mru_1921	mru_1922	mru_1923	mru_1918	mru_1917	mru_1916	mru_1924	mru_1928	mru_1925				mru_0117	mru_0817	mru_0816			mru_0117	mru_0817	mru_0816	mru_2076mru_1908	mru_1906	mru_1907	mru_0333mru_2074	mru_2075mru_0334
33	A.Eur	Methanobrevibacter	M msi	Msm_1413	Msm_1412	Msm_1414	Msm_1411		Msm_1409Msm_0783	Msm_1410	Msm_1408	Msm_1092Msm_0308	Msm_1723	Msm_1204	Msm_0572	Msm_0542	Msm_1010	Msm_1011	Msm_1012	Msm_1013	Msm_1014	Msm_1009	Msm_1008	Msm_1007Msm_0627	Msm_0902Msm_1015	Msm_1019Msm_0905	Msm_1016Msm_0903	Msm_0082	Msm_0083	Msm_0084	Msm_1336	Msm_0795	Msm_0796			Msm_1336	Msm_0795	Msm_0796	Msm_1461Msm_1001	Msm_0999	Msm_1000	Msm_1404Msm_1463	Msm_1462Msm_1405
34	A.Eur	Methanobrevibacter	M meb	Abm4_0142	Abm4_0141	Abm4_0143	Abm4_0140		Abm4_1291Abm4_0138	Abm4_0139	Abm4_0137	Abm4_0936Abm4_1598	Abm4_1203	Abm4_0039	Abm4_0007	Abm4_1417	Abm4_1521	Abm4_1522	Abm4_1523	Abm4_1524	Abm4_1525	Abm4_1520	Abm4_1519	Abm4_1518	Abm4_1526	Abm4_1530	Abm4_1527	Abm4_0695	Abm4_0694	Abm4_0693	Abm4_1691	Abm4_1308	Abm4_1309			Abm4_1691	Abm4_1308	Abm4_1309	Abm4_1512Abm4_0853	Abm4_1510	Abm4_1511	Abm4_0131Abm4_0855	Abm4_0854Abm4_0132
