18	B.Alp	Methylobacterium	M mno	Mnod_8588Mnod_3404Mnod_5297Mnod_5869	Mnod_2767Mnod_4911Mnod_7112	Mnod_7113	Mnod_0654Mnod_5964	Mnod_6511Mnod_7783	Mnod_4503Mnod_7118	Mnod_1123	Mnod_7117	Mnod_7116	Mnod_7119Mnod_7178
19	B.Alp	Methylobacterium	M mor	MOC_4517	MOC_4194	MOC_4193	MOC_0129	MOC_1201	MOC_5819MOC_4186	MOC_1133	MOC_4188	MOC_4189	MOC_4185MOC_2043
20	B.Alp	Methylobacterium	M meta	Y590_15480	Y590_20970Y590_08580	Y590_08585	Y590_13225	Y590_13430	Y590_08610Y590_23210	Y590_07735	Y590_08605	Y590_08600	Y590_08615Y590_19480
21	B.Alp	Methylobacterium	M maqu	Maq22A_c24915Maq22A_c27530	Maq22A_c19285	Maq22A_c19280	Maq22A_c06910	Maq22A_c17025	Maq22A_c19255Maq22A_c00515	Maq22A_c11320	Maq22A_c19260	Maq22A_c19265	Maq22A_c19250Maq22A_c18385
22	B.Alp	Methylobacterium	M mphy	MCBMB27_03437	MCBMB27_03152	MCBMB27_03151	MCBMB27_05110	MCBMB27_00579	MCBMB27_04553MCBMB27_03146	MCBMB27_00514	MCBMB27_03147	MCBMB27_03148	MCBMB27_03145MCBMB27_01298
23	B.Alp	Methylobacterium	M mee	DA075_00460DA075_15275	DA075_26520	DA075_26525	DA075_07705DA075_07480	DA075_06315	DA075_12260	DA075_12060	DA075_26545	DA075_26540	DA075_27160DA075_20140
24	B.Alp	Methylobacterium	M metd	C0214_17600	C0214_23050C0214_10345	C0214_10350	C0214_06495C0214_15390	C0214_15585	C0214_10375C0214_24940	C0214_09615	C0214_10370	C0214_10365	C0214_10380C0214_21595
25	B.Alp	Methylobacterium	M metx	A3862_11655	A3862_13135	A3862_13140	A3862_01620	A3862_25655	A3862_05585A3862_13165	A3862_25980	A3862_13160	A3862_13155	A3862_13170A3862_22625
26	B.Alp	Methylobacterium	M meti	DK427_04515DK427_07370	DK427_15520	DK427_15525	DK427_08970DK427_04360DK427_21155	DK427_04335DK427_12370	DK427_15550DK427_05705	DK427_01930	DK427_15545	DK427_15540	DK427_15555DK427_17480
27	B.Alp	Methylobacterium	M mtea	DK419_22120DK419_11490	DK419_14255	DK419_14260	DK419_25205DK419_15635	DK419_25440	DK419_14285DK419_20550	DK419_08470	DK419_14280	DK419_14275	DK419_14290DK419_26925
28	B.Alp	Methylobacterium	M mind	mvi_58950mvi_12830	mvi_28930	mvi_28920	mvi_47320	mvi_27860	mvi_14300mvi_28870	mvi_17070	mvi_28880	mvi_28890	mvi_25720mvi_28860
29	B.Alp	Methylobacterium	M mog	MMB17_21350	MMB17_01115	MMB17_01120	MMB17_11575	MMB17_20455	MMB17_01145MMB17_06405	MMB17_20315	MMB17_01140	MMB17_01135	MMB17_19730MMB17_01150
30	B.Alp	Methylobacterium	M mtad	M6G65_28275	M6G65_20455	M6G65_20450	M6G65_00675	M6G65_03925	M6G65_20425M6G65_30175	M6G65_03595	M6G65_20430	M6G65_20435	M6G65_09600M6G65_20420
31	B.Alp	Methylocella	M msl	Msil_2110	Msil_1714Msil_3400	Msil_1713	Msil_1715	Msil_0515	Msil_1819Msil_1718	Msil_2501	Msil_1717	Msil_1716	Msil_1719
32	B.Alp	Methylocella	M mtun	MTUNDRAET4_2022	MTUNDRAET4_3408	MTUNDRAET4_3409	MTUNDRAET4_3407	MTUNDRAET4_0351MTUNDRAET4_1104	MTUNDRAET4_3197MTUNDRAET4_3403	MTUNDRAET4_2952	MTUNDRAET4_3404	MTUNDRAET4_3406	MTUNDRAET4_3402
33	B.Alp	Methylovirgula	M mlg	CWB41_10305	CWB41_00920	CWB41_09925	CWB41_14555	CWB41_14395	CWB41_15570	CWB41_06255	CWB41_04710	CWB41_04705	CWB41_04715
34	B.Alp	Methylocapsa	M medk	QEV83_00070	QEV83_04565	QEV83_04570	QEV83_04560	QEV83_19400	QEV83_00365QEV83_04545	QEV83_10045	QEV83_04550	QEV83_04555	QEV83_04540
35	B.Alp		M bbar	RHAL1_01794	RHAL1_01353	RHAL1_03822	RHAL1_02870	RHAL1_01833	RHAL1_01442	RHAL1_02361	RHAL1_03824	RHAL1_03823	RHAL1_03825
36	B.Alp	Methyloceanibacter	M mcg	GL4_1969	GL4_2615GL4_3378	GL4_3377	GL4_3381	GL4_2130	GL4_3372	GL4_0105	GL4_3373	GL4_3374	GL4_3371
37	B.Alp	Methyloligella	M metg	HT051_09170	HT051_02810HT051_11655	HT051_02815	HT051_02800	HT051_08545	HT051_02840HT051_06790	HT051_02265	HT051_02835	HT051_02830	HT051_02845
38	B.Alp	Methylocystis	M msc	BN69_0473BN69_3656	BN69_1178	BN69_1177	BN69_1168	BN69_2963	BN69_1172BN69_1789	BN69_1515	BN69_1173	BN69_1174	BN69_1171BN69_2035
39	B.Alp	Methylocystis	M mbry	B1812_07245B1812_20575	B1812_17505	B1812_17510	B1812_15895	B1812_10045	B1812_17540B1812_20705	B1812_20510	B1812_17530	B1812_17525	B1812_00060B1812_17545
40	B.Alp	Methylocystis	M mros	EHO51_05630EHO51_08105	EHO51_12220	EHO51_12215	EHO51_12170	EHO51_02625EHO51_18360	EHO51_00335EHO51_12190	EHO51_01155	EHO51_12195	EHO51_12200	EHO51_15075EHO51_12185
41	B.Alp	Methylocystis	M mhey	H2LOC_005345H2LOC_011415	H2LOC_011840	H2LOC_011835	H2LOC_011790	H2LOC_020790H2LOC_020260	H2LOC_017280H2LOC_011810	H2LOC_011990	H2LOC_011815	H2LOC_011820	H2LOC_011805H2LOC_014625
42	B.Alp	Methylocystis	M mpar	F7D14_07765F7D14_14935	F7D14_09140	F7D14_09145	F7D14_09180	F7D14_02435	F7D14_09170F7D14_03445	F7D14_12090	F7D14_09165	F7D14_09160	F7D14_06360F7D14_09175
43	B.Alp	Methylosinus	M mtw	CQW49_06365	CQW49_12200	CQW49_12205	CQW49_12245	CQW49_08625	CQW49_12230CQW49_05095	CQW49_18955	CQW49_12225	CQW49_12220	CQW49_16215CQW49_12235
44	B.Alp	Granulibacter	M gbe	GbCGDNIH1_1008	GbCGDNIH1_0048	GbCGDNIH1_0049	GbCGDNIH1_0364	GbCGDNIH1_1181	GbCGDNIH1_1334GbCGDNIH1_0054	GbCGDNIH1_2071	GbCGDNIH1_0053	GbCGDNIH1_0052	GbCGDNIH1_0055
45	B.Alp	Granulibacter	M gbh	GbCGDNIH2_1008	GbCGDNIH2_0048	GbCGDNIH2_0049	GbCGDNIH2_0364	GbCGDNIH2_1181	GbCGDNIH2_0054GbCGDNIH2_1334	GbCGDNIH2_2071	GbCGDNIH2_0053	GbCGDNIH2_0052	GbCGDNIH2_0055
46	B.Alp	Granulibacter	M gbc	GbCGDNIH3_1008	GbCGDNIH3_0048	GbCGDNIH3_0049	GbCGDNIH3_0364	GbCGDNIH3_1181	GbCGDNIH3_1334GbCGDNIH3_0054	GbCGDNIH3_2071	GbCGDNIH3_0053	GbCGDNIH3_0052	GbCGDNIH3_0055
47	B.Alp	Granulibacter	M gbs	GbCGDNIH4_1008	GbCGDNIH4_0048	GbCGDNIH4_0049	GbCGDNIH4_0364	GbCGDNIH4_1181	GbCGDNIH4_1334GbCGDNIH4_0054	GbCGDNIH4_2071	GbCGDNIH4_0053	GbCGDNIH4_0052	GbCGDNIH4_0055
