26	A.Eur	Methanothermobacter	M mete	tca_01621	tca_01138	tca_01162	tca_01164	tca_01163
27	A.Eur	Methanothermobacter	M metz	METMT2_1504	METMT2_1183	METMT2_1207	METMT2_1209	METMT2_1208
28	A.Eur	Methanothermobacter	M metk	FVF72_03295	FVF72_05710	FVF72_05595	FVF72_05585	FVF72_05590
29	A.Eur	Methanothermobacter	M mthm	FZP57_00950	FZP57_07545	FZP57_07660	FZP57_07670	FZP57_07665
30	A.Eur	Methanothermobacter	M metj	FZP68_05960	FZP68_03130	FZP68_03015	FZP68_03005	FZP68_03010
31	A.Eur	Methanosphaera	M mst	Msp_1270	Msp_0286Msp_0973	Msp_0279	Msp_0277	Msp_0278
32	A.Eur	Methanosphaera	M metb	AW729_09300	AW729_03565	AW729_05750	AW729_05760	AW729_05755
33	A.Eur	Methanobrevibacter	M msi	Msm_0086	Msm_1023	Msm_1040	Msm_0081	Msm_0080
34	A.Eur	Methanobrevibacter	M meb	Abm4_0691	Abm4_1535	Abm4_1552	Abm4_0697	Abm4_0698
35	A.Eur	Methanobrevibacter	M mmil	sm9_0980	sm9_2035	sm9_2052	sm9_0989	sm9_0990
36	A.Eur	Methanobrevibacter	M meye	TL18_05470	TL18_09360	TL18_09445	TL18_05440	TL18_05435
37	A.Eur	Methanobrevibacter	M mol	YLM1_0878	YLM1_1399	YLM1_1417	YLM1_0882	YLM1_0881
38	A.Eur	Methanobrevibacter	M maro	MarbSA_09310	MarbSA_15250	MarbSA_15040	MarbSA_15060	MarbSA_15050
39	A.Eur	Methanobrevibacter	M metv	K4897_00855	K4897_06350	K4897_06265	K4897_00830	K4897_00825
40	A.Eur	Methanobacterium	M mel	Metbo_2244	Metbo_0343	Metbo_0320	Metbo_0318	Metbo_0319
41	A.Eur	Methanobacterium	M mew	MSWAN_0399	MSWAN_2070	MSWAN_2101	MSWAN_2106	MSWAN_2102
42	A.Eur	Methanobacterium	M meth	MBMB1_0449	MBMB1_1701	MBMB1_1726	MBMB1_1728	MBMB1_1727
43	A.Eur	Methanobacterium	M mfc	BRM9_1809	BRM9_0953	BRM9_0342	BRM9_0339	BRM9_0340
44	A.Eur	Methanobacterium	M mfi	DSM1535_2450	DSM1535_0923	DSM1535_0956	DSM1535_0959	DSM1535_0958
45	A.Eur	Methanobacterium	M mcub	MCBB_0411	MCBB_1999	MCBB_2038	MCBB_2044	MCBB_2039
46	A.Eur	Methanobacterium	M msub	BK009_00305	BK009_07505	BK009_07660	BK009_07670	BK009_07665
47	A.Eur	Methanobacterium	M metn	BK008_08110	BK008_03160	BK008_03315	BK008_03325	BK008_03320
48	A.Eur	Methanobacterium	M mett	CIT01_07045	CIT01_03720	CIT01_03895	CIT01_03905	CIT01_03900
49	A.Eur	Methanobacterium	M meto	CIT02_04555	CIT02_09390	CIT02_09230	CIT02_09220	CIT02_09225
50	A.Eur	Methanobacterium	M meme	HYG87_07735	HYG87_05030	HYG87_05175	HYG87_05185	HYG87_05180
51	A.Eur	Methanothermus	M mfv	Mfer_1060	Mfer_1236	Mfer_0389	Mfer_0387	Mfer_0388
52	A.Eur	Methanopyrus	M mka	MK0394	MK0138	MK0392	MK0393	MK0395
